length,rank,count,pct,sequence,short
17,8,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16·C11
17,9,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4·P5
17,10,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17·O16
17,11,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16·F17
17,12,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18|B:N15,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18·N15
17,13,4,0.13,B:Q16|W:Q4|B:C16|W:D4|B:J17|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:C3|W:C4|B:D3|W:E4|B:F2,Q16·Q4·C16·D4·J17·R17·Q17·R16·R14·R15·Q15·S14·C3·C4·D3·E4·F2
17,14,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·O17·O18·N18·P17·O16
17,15,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:F3|B:E3,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·F3·E3
17,16,4,0.13,B:R16|W:D4|B:C16|W:Q4|B:O16|W:E16|B:E17|W:F17|B:D17|W:F16|B:C14|W:M17|B:R3|W:Q3|B:R4|W:R6|B:R5,R16·D4·C16·Q4·O16·E16·E17·F17·D17·F16·C14·M17·R3·Q3·R4·R6·R5
17,17,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:R6|W:K3|B:C17,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O18·R6·K3·C17
17,18,4,0.13,B:R16|W:Q4|B:C16|W:C4|B:K17|W:E16|B:D17|W:D13|B:E15|W:D10|B:P16|W:E4|B:R6|W:O4|B:Q10|W:J3|B:K15,R16·Q4·C16·C4·K17·E16·D17·D13·E15·D10·P16·E4·R6·O4·Q10·J3·K15
17,19,4,0.13,B:R16|W:Q4|B:D17|W:D4|B:D14|W:P17|B:Q14|W:L16|B:R3|W:R4|B:Q3|W:P4|B:P3|W:O3|B:O2|W:N3|B:N2,R16·Q4·D17·D4·D14·P17·Q14·L16·R3·R4·Q3·P4·P3·O3·O2·N3·N2
17,20,4,0.13,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16|B:D17|W:F17|B:E17,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16·D17·F17·E17
18,1,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14|B:C15|W:D15,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14·C15·D15
18,2,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3|B:Q4|W:N2,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3·Q4·N2
18,3,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3·E3·E4
18,4,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18·S17·R19
18,5,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17|W:P18,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17·P17·P18
18,6,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11|W:E12,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16·C11·E12
18,7,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5|W:Q6,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4·P5·Q6
18,8,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17·O16·P16
18,9,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17|W:R5,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16·F17·R5
18,10,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18|B:N15|W:Q4,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18·N15·Q4
18,11,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·O17·O18·N18·P17·O16·P16
18,12,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·F3·E3·E4
18,13,4,0.13,B:R16|W:D4|B:C16|W:Q4|B:O16|W:E16|B:E17|W:F17|B:D17|W:F16|B:C14|W:M17|B:R3|W:Q3|B:R4|W:R6|B:R5|W:Q5,R16·D4·C16·Q4·O16·E16·E17·F17·D17·F16·C14·M17·R3·Q3·R4·R6·R5·Q5
18,14,4,0.13,B:R16|W:Q4|B:C16|W:C4|B:K17|W:E16|B:D17|W:D13|B:E15|W:D10|B:P16|W:E4|B:R6|W:O4|B:Q10|W:J3|B:K15|W:Q17,R16·Q4·C16·C4·K17·E16·D17·D13·E15·D10·P16·E4·R6·O4·Q10·J3·K15·Q17
18,15,4,0.13,B:R16|W:Q4|B:D17|W:D4|B:D14|W:P17|B:Q14|W:L16|B:R3|W:R4|B:Q3|W:P4|B:P3|W:O3|B:O2|W:N3|B:N2|W:M3,R16·Q4·D17·D4·D14·P17·Q14·L16·R3·R4·Q3·P4·P3·O3·O2·N3·N2·M3
18,16,4,0.13,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16|B:D17|W:F17|B:E17|W:E16,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16·D17·F17·E17·E16
18,17,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:R9|W:O17|B:P17|W:O16|B:Q14|W:K16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R12|B:Q11|W:R17,Q16·D4·Q3·D16·R9·O17·P17·O16·Q14·K16·C3·D3·C4·D5·B6·R12·Q11·R17
18,18,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:C17|W:C16|B:D17|W:E16|B:F18|W:R5|B:Q8|W:P17|B:Q15|W:F3|B:C10|W:P4|B:Q4|W:Q5,R16·D16·Q3·D4·C17·C16·D17·E16·F18·R5·Q8·P17·Q15·F3·C10·P4·Q4·Q5
18,19,4,0.13,B:R16|W:D4|B:C16|W:R4|B:E17|W:P17|B:Q14|W:P4|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:L16|B:C7|W:D6,R16·D4·C16·R4·E17·P17·Q14·P4·C3·D3·C4·C6·C5·D5·B6·L16·C7·D6
18,20,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R3|B:Q3|W:R4|B:Q5|W:S6|B:H3|W:K3|B:H5|W:M4,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R3·Q3·R4·Q5·S6·H3·K3·H5·M4
19,1,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14|B:C15|W:D15|B:B14,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14·C15·D15·B14
19,2,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3|B:Q4|W:N2|B:Q2,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3·Q4·N2·Q2
19,3,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3·E3·E4·F2
19,4,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18·S17·R19·S16
19,5,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17|W:P18|B:O18,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17·P17·P18·O18
19,6,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11|W:E12|B:D10,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16·C11·E12·D10
19,7,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5|W:Q6|B:O3,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4·P5·Q6·O3
19,8,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17·O16·P16·P15
19,9,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17|W:R5|B:C14,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16·F17·R5·C14
19,10,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18|B:N15|W:Q4|B:R4,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18·N15·Q4·R4
19,11,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·O17·O18·N18·P17·O16·P16·P15
19,12,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·F3·E3·E4·F2
19,13,4,0.13,B:R16|W:D4|B:C16|W:Q4|B:O16|W:E16|B:E17|W:F17|B:D17|W:F16|B:C14|W:M17|B:R3|W:Q3|B:R4|W:R6|B:R5|W:Q5|B:S6,R16·D4·C16·Q4·O16·E16·E17·F17·D17·F16·C14·M17·R3·Q3·R4·R6·R5·Q5·S6
19,14,4,0.13,B:R16|W:Q4|B:C16|W:C4|B:K17|W:E16|B:D17|W:D13|B:E15|W:D10|B:P16|W:E4|B:R6|W:O4|B:Q10|W:J3|B:K15|W:Q17|B:R17,R16·Q4·C16·C4·K17·E16·D17·D13·E15·D10·P16·E4·R6·O4·Q10·J3·K15·Q17·R17
19,15,4,0.13,B:R16|W:Q4|B:D17|W:D4|B:D14|W:P17|B:Q14|W:L16|B:R3|W:R4|B:Q3|W:P4|B:P3|W:O3|B:O2|W:N3|B:N2|W:M3|B:C6,R16·Q4·D17·D4·D14·P17·Q14·L16·R3·R4·Q3·P4·P3·O3·O2·N3·N2·M3·C6
19,16,4,0.13,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16|B:D17|W:F17|B:E17|W:E16|B:F18,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16·D17·F17·E17·E16·F18
19,17,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:R9|W:O17|B:P17|W:O16|B:Q14|W:K16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R12|B:Q11|W:R17|B:Q17,Q16·D4·Q3·D16·R9·O17·P17·O16·Q14·K16·C3·D3·C4·D5·B6·R12·Q11·R17·Q17
19,18,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:C17|W:C16|B:D17|W:E16|B:F18|W:R5|B:Q8|W:P17|B:Q15|W:F3|B:C10|W:P4|B:Q4|W:Q5|B:P5,R16·D16·Q3·D4·C17·C16·D17·E16·F18·R5·Q8·P17·Q15·F3·C10·P4·Q4·Q5·P5
19,19,4,0.13,B:R16|W:D4|B:C16|W:R4|B:E17|W:P17|B:Q14|W:P4|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:L16|B:C7|W:D6|B:C2,R16·D4·C16·R4·E17·P17·Q14·P4·C3·D3·C4·C6·C5·D5·B6·L16·C7·D6·C2
19,20,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R3|B:Q3|W:R4|B:Q5|W:S6|B:H3|W:K3|B:H5|W:M4|B:K5,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R3·Q3·R4·Q5·S6·H3·K3·H5·M4·K5
20,1,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14|B:C15|W:D15|B:B14|W:C18,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14·C15·D15·B14·C18
20,2,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3|B:Q4|W:N2|B:Q2|W:L5,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3·Q4·N2·Q2·L5
20,3,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2|W:B3,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3·E3·E4·F2·B3
20,4,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16|W:R18,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18·S17·R19·S16·R18
20,5,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17|W:P18|B:O18|W:Q18,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17·P17·P18·O18·Q18
20,6,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11|W:E12|B:D10|W:E8,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16·C11·E12·D10·E8
20,7,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5|W:Q6|B:O3|W:R7,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4·P5·Q6·O3·R7
20,8,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15|W:Q15,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17·O16·P16·P15·Q15
20,9,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17|W:R5|B:C14|W:P4,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16·F17·R5·C14·P4
20,10,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18|B:N15|W:Q4|B:R4|W:P3,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18·N15·Q4·R4·P3
20,11,4,0.13,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15|W:Q15,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·O17·O18·N18·P17·O16·P16·P15·Q15
20,12,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2|W:F17,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·F3·E3·E4·F2·F17
20,13,4,0.13,B:R16|W:D4|B:C16|W:Q4|B:O16|W:E16|B:E17|W:F17|B:D17|W:F16|B:C14|W:M17|B:R3|W:Q3|B:R4|W:R6|B:R5|W:Q5|B:S6|W:R2,R16·D4·C16·Q4·O16·E16·E17·F17·D17·F16·C14·M17·R3·Q3·R4·R6·R5·Q5·S6·R2
20,14,4,0.13,B:R16|W:Q4|B:C16|W:C4|B:K17|W:E16|B:D17|W:D13|B:E15|W:D10|B:P16|W:E4|B:R6|W:O4|B:Q10|W:J3|B:K15|W:Q17|B:R17|W:G15,R16·Q4·C16·C4·K17·E16·D17·D13·E15·D10·P16·E4·R6·O4·Q10·J3·K15·Q17·R17·G15
20,15,4,0.13,B:R16|W:Q4|B:D17|W:D4|B:D14|W:P17|B:Q14|W:L16|B:R3|W:R4|B:Q3|W:P4|B:P3|W:O3|B:O2|W:N3|B:N2|W:M3|B:C6|W:C12,R16·Q4·D17·D4·D14·P17·Q14·L16·R3·R4·Q3·P4·P3·O3·O2·N3·N2·M3·C6·C12
20,16,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:R9|W:O17|B:P17|W:O16|B:Q14|W:K16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R12|B:Q11|W:R17|B:Q17|W:Q4,Q16·D4·Q3·D16·R9·O17·P17·O16·Q14·K16·C3·D3·C4·D5·B6·R12·Q11·R17·Q17·Q4
20,17,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:C17|W:C16|B:D17|W:E16|B:F18|W:R5|B:Q8|W:P17|B:Q15|W:F3|B:C10|W:P4|B:Q4|W:Q5|B:P5|W:O4,R16·D16·Q3·D4·C17·C16·D17·E16·F18·R5·Q8·P17·Q15·F3·C10·P4·Q4·Q5·P5·O4
20,18,4,0.13,B:R16|W:D4|B:C16|W:R4|B:E17|W:P17|B:Q14|W:P4|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:L16|B:C7|W:D6|B:C2|W:R12,R16·D4·C16·R4·E17·P17·Q14·P4·C3·D3·C4·C6·C5·D5·B6·L16·C7·D6·C2·R12
20,19,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:C2,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·D3·C4·C6·C5·D5·B6·C2
20,20,4,0.13,B:Q16|W:D16|B:R4|W:D4|B:O4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:F3|W:Q12|B:N17|W:N18|B:M17|W:Q9|B:C6|W:F4,Q16·D16·R4·D4·O4·R17·R16·Q17·O17·P17·P16·O18·F3·Q12·N17·N18·M17·Q9·C6·F4
21,1,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14|B:C15|W:D15|B:B14|W:C18|B:B18,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14·C15·D15·B14·C18·B18
21,2,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3|B:Q4|W:N2|B:Q2|W:L5|B:N6,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3·Q4·N2·Q2·L5·N6
21,3,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2|W:B3|B:B2,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3·E3·E4·F2·B3·B2
21,4,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16|W:R18|B:S13,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18·S17·R19·S16·R18·S13
21,5,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17|W:P18|B:O18|W:Q18|B:M17,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17·P17·P18·O18·Q18·M17
21,6,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11|W:E12|B:D10|W:E8|B:H17,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16·C11·E12·D10·E8·H17
21,7,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5|W:Q6|B:O3|W:R7|B:S7,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4·P5·Q6·O3·R7·S7
21,8,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15|W:Q15|B:S15,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17·O16·P16·P15·Q15·S15
21,9,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17|W:R5|B:C14|W:P4|B:P3,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16·F17·R5·C14·P4·P3
21,10,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18|B:N15|W:Q4|B:R4|W:P3|B:Q5,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18·N15·Q4·R4·P3·Q5
