length,rank,count,pct,sequence,short
11,20,9,0.3,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·Q17
12,1,39,1.29,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10
12,2,25,0.83,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17
12,3,15,0.5,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17
12,4,15,0.5,B:Q16|W:D16|B:R4|W:D4|B:O4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·D16·R4·D4·O4·R17·R16·Q17·O17·P17·P16·O18
12,5,15,0.5,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·R16·Q17
12,6,15,0.5,B:R16|W:D17|B:D4|W:Q4|B:C15|W:P17|B:E16|W:E17|B:F16|W:G17|B:Q15|W:F3,R16·D17·D4·Q4·C15·P17·E16·E17·F16·G17·Q15·F3
12,7,12,0.4,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17
12,8,11,0.36,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16
12,9,11,0.36,B:Q16|W:D4|B:R4|W:D16|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·D4·R4·D16·P4·R17·R16·Q17·O17·P17·P16·O18
12,10,10,0.33,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:O4|W:Q9|B:C17|W:C16|B:D17|W:E16,R16·D16·Q3·D3·O16·R5·O4·Q9·C17·C16·D17·E16
12,11,10,0.33,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10
12,12,10,0.33,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17|W:R16,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·Q17·R16
12,13,9,0.3,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3
12,14,9,0.3,B:Q16|W:D4|B:Q3|W:D16|B:Q5|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·D4·Q3·D16·Q5·R17·R16·Q17·O17·P17·P16·O18
12,15,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:P17|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:R15,R16·D16·Q3·D4·P17·Q5·R5·R6·R4·Q6·O3·R15
12,16,9,0.3,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17|W:R16,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·Q17·R16
12,17,8,0.26,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R5|B:P4|W:O17,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R5·P4·O17
12,18,8,0.26,B:Q16|W:D16|B:R4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:P3|B:Q5|W:O17,Q16·D16·R4·D3·C5·C4·D5·F3·D9·P3·Q5·O17
12,19,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·D16·R4·D4·P4·R17·R16·Q17·O17·P17·P16·O18
12,20,8,0.26,B:Q16|W:D16|B:Q4|W:D3|B:C17|W:C16|B:D17|W:E16|B:F17|W:R3|B:Q3|W:R4,Q16·D16·Q4·D3·C17·C16·D17·E16·F17·R3·Q3·R4
13,1,23,0.76,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16
13,2,20,0.66,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3
13,3,12,0.4,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16
13,4,12,0.4,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17
13,5,10,0.33,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16
13,6,10,0.33,B:Q16|W:D16|B:R4|W:D4|B:O4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:F3,Q16·D16·R4·D4·O4·R17·R16·Q17·O17·P17·P16·O18·F3
13,7,10,0.33,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:O4|W:Q9|B:C17|W:C16|B:D17|W:E16|B:F18,R16·D16·Q3·D3·O16·R5·O4·Q9·C17·C16·D17·E16·F18
13,8,10,0.33,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17
13,9,9,0.3,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2
13,10,8,0.26,B:R16|W:D16|B:Q3|W:D4|B:P17|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:R15|B:Q16,R16·D16·Q3·D4·P17·Q5·R5·R6·R4·Q6·O3·R15·Q16
13,11,8,0.26,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·R16·Q17·O17
13,12,7,0.23,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16
13,13,7,0.23,B:Q16|W:D4|B:R4|W:D16|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2,Q16·D4·R4·D16·P4·O4·O3·N3·N4·O5·N5·P3·O2
13,14,7,0.23,B:Q16|W:D16|B:Q4|W:D3|B:C17|W:C16|B:D17|W:E16|B:F17|W:R3|B:Q3|W:R4|B:Q5,Q16·D16·Q4·D3·C17·C16·D17·E16·F17·R3·Q3·R4·Q5
13,15,6,0.2,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:C6|W:R17|B:R16|W:Q17|B:P16,Q16·D16·Q3·D4·C3·D3·C4·D5·C6·R17·R16·Q17·P16
13,16,6,0.2,B:Q16|W:D16|B:R4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:P3|B:Q5|W:O17|B:R14,Q16·D16·R4·D3·C5·C4·D5·F3·D9·P3·Q5·O17·R14
13,17,6,0.2,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17|W:R16|B:Q15,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·Q17·R16·Q15
13,18,6,0.2,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3,Q16·D16·R4·D4·P4·R17·R16·Q17·O17·P17·P16·O18·C3
13,19,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3
13,20,6,0.2,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:F17,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·F17
14,1,21,0.69,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17
14,2,15,0.5,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4
14,3,11,0.36,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17
14,4,10,0.33,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17
14,5,9,0.3,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6
14,6,8,0.26,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16
14,7,7,0.23,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O18
14,8,7,0.23,B:Q16|W:D4|B:R4|W:D16|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6,Q16·D4·R4·D16·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6
14,9,7,0.23,B:Q16|W:D16|B:Q4|W:D3|B:C17|W:C16|B:D17|W:E16|B:F17|W:R3|B:Q3|W:R4|B:Q5|W:S6,Q16·D16·Q4·D3·C17·C16·D17·E16·F17·R3·Q3·R4·Q5·S6
14,10,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4
14,11,6,0.2,B:Q16|W:D16|B:Q4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:R3|B:R4|W:Q3|B:P4|W:P3,Q16·D16·Q4·D3·C5·C4·D5·F3·D9·R3·R4·Q3·P4·P3
14,12,6,0.2,B:Q16|W:D4|B:R4|W:D16|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3|W:D3,Q16·D4·R4·D16·P4·R17·R16·Q17·O17·P17·P16·O18·C3·D3
14,13,6,0.2,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17|W:R16|B:Q15|W:S14,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·Q17·R16·Q15·S14
14,14,6,0.2,B:R16|W:D4|B:C16|W:R4|B:O16|W:E17|B:D15|W:H17|B:C3|W:C4|B:D3|W:F3|B:F2|W:G3,R16·D4·C16·R4·O16·E17·D15·H17·C3·C4·D3·F3·F2·G3
14,15,5,0.17,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:C5|B:B5|W:B6|B:C6|W:D5|B:B7|W:B4,Q16·D4·Q3·D16·C3·D3·C4·C5·B5·B6·C6·D5·B7·B4
14,16,5,0.17,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:O4|W:Q9|B:C17|W:C16|B:D17|W:E16|B:F18|W:C9,R16·D16·Q3·D3·O16·R5·O4·Q9·C17·C16·D17·E16·F18·C9
14,17,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:C6|W:R17|B:R16|W:Q17|B:P16|W:O18,Q16·D16·Q3·D4·C3·D3·C4·D5·C6·R17·R16·Q17·P16·O18
14,18,5,0.17,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:Q17|W:R16|B:Q15|W:S14,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·Q17·R16·Q15·S14
14,19,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18
14,20,5,0.17,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:O4|W:Q9|B:C17|W:C16|B:D17|W:E16|B:F18|W:D5,R16·D16·Q3·D3·O16·R5·O4·Q9·C17·C16·D17·E16·F18·D5
15,1,15,0.5,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3
15,2,10,0.33,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16
15,3,9,0.3,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2
15,4,8,0.26,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17
15,5,8,0.26,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16|B:D17,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16·D17
15,6,7,0.23,B:Q16|W:D4|B:R4|W:D16|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2,Q16·D4·R4·D16·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2
15,7,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3
15,8,6,0.2,B:Q16|W:D4|B:R4|W:D16|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3|W:D3|B:C4,Q16·D4·R4·D16·P4·R17·R16·Q17·O17·P17·P16·O18·C3·D3·C4
15,9,6,0.2,B:R16|W:D4|B:C16|W:R4|B:O16|W:E17|B:D15|W:H17|B:C3|W:C4|B:D3|W:F3|B:F2|W:G3|B:G2,R16·D4·C16·R4·O16·E17·D15·H17·C3·C4·D3·F3·F2·G3·G2
15,10,5,0.17,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:C5|B:B5|W:B6|B:C6|W:D5|B:B7|W:B4|B:A6,Q16·D4·Q3·D16·C3·D3·C4·C5·B5·B6·C6·D5·B7·B4·A6
15,11,5,0.17,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:R6,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O18·R6
15,12,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15
15,13,5,0.17,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:D3|B:C4,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·D3·C4
15,14,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16
15,15,5,0.17,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:F17|W:E17|B:F16,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·F17·E17·F16
15,16,5,0.17,B:Q16|W:C17|B:Q3|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16,Q16·C17·Q3·D3·C5·C4·D5·F3·D9·R17·R16·Q17·O17·P17·P16
15,17,5,0.17,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3|W:D3|B:C4,Q16·D16·R4·D4·P4·R17·R16·Q17·O17·P17·P16·O18·C3·D3·C4
15,18,5,0.17,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·R16·Q17·O17·P17·P16
15,19,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17
15,20,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2
16,1,10,0.33,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:E4,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·E4
16,2,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14
16,3,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3
16,4,6,0.2,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·S17·O16
16,5,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3
16,6,6,0.2,B:R16|W:D4|B:C16|W:R4|B:O16|W:E17|B:D15|W:H17|B:C3|W:C4|B:D3|W:F3|B:F2|W:G3|B:G2|W:H3,R16·D4·C16·R4·O16·E17·D15·H17·C3·C4·D3·F3·F2·G3·G2·H3
16,7,5,0.17,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:C5|B:B5|W:B6|B:C6|W:D5|B:B7|W:B4|B:A6|W:B3,Q16·D4·Q3·D16·C3·D3·C4·C5·B5·B6·C6·D5·B7·B4·A6·B3
16,8,5,0.17,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:R6|W:K3,Q16·D16·Q4·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O18·R6·K3
16,9,5,0.17,B:R16|W:D16|B:Q3|W:D3|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:C16|B:D17|W:F17,R16·D16·Q3·D3·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·C16·D17·F17
16,10,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18
16,11,5,0.17,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:D3|B:C4|W:C6,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·D3·C4·C6
16,12,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17
16,13,5,0.17,B:Q16|W:C17|B:Q3|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·C17·Q3·D3·C5·C4·D5·F3·D9·R17·R16·Q17·O17·P17·P16·O18
16,14,5,0.17,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3|W:D3|B:C4|W:D5,Q16·D16·R4·D4·P4·R17·R16·Q17·O17·P17·P16·O18·C3·D3·C4·D5
16,15,5,0.17,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18,Q16·D4·Q4·D16·C3·D3·C4·D5·B6·R17·R16·Q17·O17·P17·P16·O18
16,16,4,0.13,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16,R16·D16·Q4·D3·C5·E4·F17·C8·C14·F16·G16·F15·D17·C17·E17·C16
16,17,4,0.13,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4,R16·D16·Q3·D4·R6·P17·Q14·Q4·P4·R3·R4·Q5·R5·P3·Q2·O4
16,18,4,0.13,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17,Q16·D4·C3·D3·C4·D5·B6·D16·Q4·R17·R16·Q17·O17·O18·N18·P17
16,19,4,0.13,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:R6|W:N18,Q16·D4·Q3·D16·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·R6·N18
16,20,4,0.13,B:Q16|W:Q4|B:C16|W:D4|B:J17|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:C3|W:C4|B:D3|W:E4,Q16·Q4·C16·D4·J17·R17·Q17·R16·R14·R15·Q15·S14·C3·C4·D3·E4
17,1,9,0.3,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C17|W:D17|B:C16|W:C14|B:C15,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C17·D17·C16·C14·C15
17,2,8,0.26,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:E4|B:E3,R16·D16·Q3·D4·O16·Q5·R5·R6·R4·Q6·O3·Q10·C3·C4·D3·E4·E3
17,3,8,0.26,B:Q16|W:D16|B:R4|W:D4|B:P4|W:O4|B:O3|W:N3|B:N4|W:O5|B:N5|W:P3|B:O2|W:O6|B:P2|W:Q3|B:Q4,Q16·D16·R4·D4·P4·O4·O3·N3·N4·O5·N5·P3·O2·O6·P2·Q3·Q4
17,4,6,0.2,B:R16|W:D4|B:D17|W:Q4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:C3|W:C4|B:D3|W:F3|B:E3,R16·D4·D17·Q4·D14·P16·P17·O17·Q17·O16·R14·K16·C3·C4·D3·F3·E3
17,5,5,0.17,B:Q16|W:D4|B:R4|W:D17|B:P4|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17,Q16·D4·R4·D17·P4·R17·Q17·R16·R14·R15·Q15·S14·R18·S18·S15·Q18·S17
17,6,5,0.17,B:Q16|W:D16|B:Q3|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17,Q16·D16·Q3·D4·C3·D3·C4·D5·B6·R17·R16·Q17·P16·O17·O16·N17·P17
17,7,5,0.17,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C3|W:D3|B:C4|W:D5|B:B6,Q16·D16·R4·D4·P4·R17·R16·Q17·O17·P17·P16·O18·C3·D3·C4·D5·B6
