game_id,n_moves,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,move_10,move_11,move_12,move_13,move_14,move_15,move_16,move_17,move_18,move_19,move_20,move_21,move_22,move_23,move_24,move_25,move_26,move_27,move_28,move_29,move_30,sequence
31mn-gokifu-20200319-Gu_Lingyi-Tao_Xinran,30,B:Q16,W:D4,B:Q4,W:D17,B:C15,W:D12,B:C10,W:C16,B:D15,W:F16,B:C12,W:R17,B:Q17,W:R16,B:Q15,W:S14,B:H17,W:G18,B:F3,W:C6,B:D3,W:C3,B:C2,W:B3,B:E4,W:D2,B:E3,W:B2,B:O3,W:R13,B:Q16|W:D4|B:Q4|W:D17|B:C15|W:D12|B:C10|W:C16|B:D15|W:F16|B:C12|W:R17|B:Q17|W:R16|B:Q15|W:S14|B:H17|W:G18|B:F3|W:C6|B:D3|W:C3|B:C2|W:B3|B:E4|W:D2|B:E3|W:B2|B:O3|W:R13
31pr-gokifu-20200323-Li_Xiaoxi-Lu_Jia,30,B:Q16,W:D4,B:Q3,W:D16,B:C3,W:D3,B:C4,W:D5,B:B6,W:R5,B:P4,W:R8,B:H3,W:R17,B:Q17,W:R16,B:Q15,W:S14,B:F17,W:K16,B:D14,W:E14,B:E13,W:F14,B:D13,W:F16,B:C17,W:C16,B:D17,W:E16,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R5|B:P4|W:R8|B:H3|W:R17|B:Q17|W:R16|B:Q15|W:S14|B:F17|W:K16|B:D14|W:E14|B:E13|W:F14|B:D13|W:F16|B:C17|W:C16|B:D17|W:E16
31ps-gokifu-20200323-Tang_Yi-Wang_Shuang,30,B:R16,W:D16,B:Q3,W:D3,B:C5,W:E4,B:F17,W:C14,B:O16,W:R5,B:R9,W:P4,B:P3,W:O4,B:N3,W:E17,B:F16,W:M17,B:K17,W:M15,B:N17,W:Q15,B:O14,W:Q16,B:R17,W:Q17,B:R15,W:Q13,B:R14,W:Q14,B:R16|W:D16|B:Q3|W:D3|B:C5|W:E4|B:F17|W:C14|B:O16|W:R5|B:R9|W:P4|B:P3|W:O4|B:N3|W:E17|B:F16|W:M17|B:K17|W:M15|B:N17|W:Q15|B:O14|W:Q16|B:R17|W:Q17|B:R15|W:Q13|B:R14|W:Q14
31pt-gokifu-20200324-Wang_Chenxing-Tang_Yi,30,B:Q16,W:D4,B:R4,W:D17,B:F3,W:P3,B:N4,W:N3,B:M3,W:M4,B:N5,W:L3,B:M2,W:N2,B:L2,W:Q5,B:Q4,W:P4,B:P5,W:L4,B:K3,W:K4,B:J3,W:O5,B:P6,W:O4,B:R7,W:J4,B:H4,W:H5,B:Q16|W:D4|B:R4|W:D17|B:F3|W:P3|B:N4|W:N3|B:M3|W:M4|B:N5|W:L3|B:M2|W:N2|B:L2|W:Q5|B:Q4|W:P4|B:P5|W:L4|B:K3|W:K4|B:J3|W:O5|B:P6|W:O4|B:R7|W:J4|B:H4|W:H5
31pu-gokifu-20200324-Lu_Jia-Cao_Youyin,30,B:Q16,W:D4,B:R4,W:P3,B:Q6,W:D17,B:C15,W:C16,B:D15,W:F17,B:D11,W:F3,B:C6,W:R17,B:R16,W:Q17,B:P16,W:O18,B:M3,W:Q12,B:R10,W:Q10,B:Q9,W:P10,B:R11,W:R12,B:Q8,W:O13,B:M15,W:N17,B:Q16|W:D4|B:R4|W:P3|B:Q6|W:D17|B:C15|W:C16|B:D15|W:F17|B:D11|W:F3|B:C6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:M3|W:Q12|B:R10|W:Q10|B:Q9|W:P10|B:R11|W:R12|B:Q8|W:O13|B:M15|W:N17
31pv-gokifu-20200324-Chen_Yiming-Li_Xiaoxi,30,B:Q16,W:D4,B:Q3,W:D16,B:C3,W:D3,B:C4,W:C5,B:B5,W:B6,B:C6,W:D5,B:B7,W:B4,B:A6,W:B3,B:Q6,W:R17,B:R16,W:Q17,B:P16,W:O18,B:K4,W:N17,B:Q11,W:C14,B:N16,W:M16,B:M15,W:L15,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:C5|B:B5|W:B6|B:C6|W:D5|B:B7|W:B4|B:A6|W:B3|B:Q6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:K4|W:N17|B:Q11|W:C14|B:N16|W:M16|B:M15|W:L15
31pw-gokifu-20200324-Zhan_Ying-Tao_Ran,30,B:Q16,W:D16,B:Q3,W:D4,B:Q6,W:R17,B:R16,W:Q17,B:O17,W:P17,B:P16,W:O18,B:F3,W:Q12,B:Q10,W:O16,B:N17,W:N18,B:M17,W:O15,B:S17,W:S18,B:S15,W:L16,B:L17,W:O13,B:T18,W:S19,B:M18,W:Q18,B:Q16|W:D16|B:Q3|W:D4|B:Q6|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:F3|W:Q12|B:Q10|W:O16|B:N17|W:N18|B:M17|W:O15|B:S17|W:S18|B:S15|W:L16|B:L17|W:O13|B:T18|W:S19|B:M18|W:Q18
31px-gokifu-20200324-Li_He-Zhang_Zihan,30,B:R16,W:D16,B:Q4,W:D3,B:C5,W:E4,B:F17,W:C8,B:C14,W:F16,B:G16,W:F15,B:D17,W:C17,B:E17,W:C16,B:C11,W:E12,B:D10,W:E8,B:H17,W:E10,B:B15,W:D14,B:D9,W:D8,B:E9,W:F9,B:E11,W:F11,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:F17|W:C8|B:C14|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C11|W:E12|B:D10|W:E8|B:H17|W:E10|B:B15|W:D14|B:D9|W:D8|B:E9|W:F9|B:E11|W:F11
31qz-gokifu-20200325-Wang_Xiangyun-Tang_Yi,30,B:R16,W:D17,B:Q3,W:D3,B:R6,W:C14,B:L17,W:D6,B:K4,W:P16,B:Q14,W:M15,B:J16,W:M17,B:L16,W:M16,B:Q17,W:G17,B:K14,W:L13,B:D16,W:C16,B:E17,W:D18,B:D15,W:C15,B:G16,W:R12,B:Q12,W:Q11,B:R16|W:D17|B:Q3|W:D3|B:R6|W:C14|B:L17|W:D6|B:K4|W:P16|B:Q14|W:M15|B:J16|W:M17|B:L16|W:M16|B:Q17|W:G17|B:K14|W:L13|B:D16|W:C16|B:E17|W:D18|B:D15|W:C15|B:G16|W:R12|B:Q12|W:Q11
31r0-gokifu-20200325-Li_He-Chen_Yiming,30,B:Q16,W:D16,B:R4,W:D4,B:F3,W:P3,B:M3,W:P6,B:Q3,W:O4,B:R6,W:J4,B:M5,W:G4,B:N6,W:Q2,B:R2,W:Q4,B:R3,W:Q7,B:N9,W:Q10,B:C3,W:D3,B:C4,W:D5,B:D2,W:E2,B:C2,W:E3,B:Q16|W:D16|B:R4|W:D4|B:F3|W:P3|B:M3|W:P6|B:Q3|W:O4|B:R6|W:J4|B:M5|W:G4|B:N6|W:Q2|B:R2|W:Q4|B:R3|W:Q7|B:N9|W:Q10|B:C3|W:D3|B:C4|W:D5|B:D2|W:E2|B:C2|W:E3
31r1-gokifu-20200325-Li_Xiaoxi-Wang_Yubo,30,B:Q16,W:Q4,B:C16,W:D4,B:C3,W:C4,B:D3,W:E3,B:E2,W:F2,B:F3,W:E4,B:G2,W:D2,B:F1,W:C2,B:R6,W:O3,B:R4,W:R3,B:S3,W:R5,B:S4,W:Q5,B:S5,W:Q6,B:R7,W:E17,B:D15,W:H17,B:Q16|W:Q4|B:C16|W:D4|B:C3|W:C4|B:D3|W:E3|B:E2|W:F2|B:F3|W:E4|B:G2|W:D2|B:F1|W:C2|B:R6|W:O3|B:R4|W:R3|B:S3|W:R5|B:S4|W:Q5|B:S5|W:Q6|B:R7|W:E17|B:D15|W:H17
31r2-gokifu-20200325-Lu_Jia-Gao_Xing,30,B:Q16,W:D16,B:Q4,W:D4,B:C3,W:D3,B:C4,W:D5,B:B6,W:R17,B:R16,W:Q17,B:P16,W:O18,B:O3,W:R10,B:R12,W:N4,B:N3,W:L4,B:R6,W:M3,B:C7,W:D7,B:D8,W:C6,B:B8,W:E8,B:D9,W:C2,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:O3|W:R10|B:R12|W:N4|B:N3|W:L4|B:R6|W:M3|B:C7|W:D7|B:D8|W:C6|B:B8|W:E8|B:D9|W:C2
31r3-gokifu-20200325-Cao_Youyin-Tao_Ran,30,B:Q16,W:D16,B:Q3,W:D4,B:Q6,W:R17,B:Q17,W:R16,B:R14,W:S14,B:S13,W:R15,B:Q14,W:Q15,B:P15,W:P16,B:P18,W:O16,B:O15,W:N15,B:N14,W:N17,B:R18,W:S15,B:R12,W:S18,B:S19,W:T18,B:M14,W:L17,B:Q16|W:D16|B:Q3|W:D4|B:Q6|W:R17|B:Q17|W:R16|B:R14|W:S14|B:S13|W:R15|B:Q14|W:Q15|B:P15|W:P16|B:P18|W:O16|B:O15|W:N15|B:N14|W:N17|B:R18|W:S15|B:R12|W:S18|B:S19|W:T18|B:M14|W:L17
31r4-gokifu-20200325-Wang_Shuang-Zhan_Ying,30,B:R16,W:Q4,B:D17,W:D4,B:O17,W:D15,B:C15,W:C14,B:C16,W:D14,B:F16,W:D10,B:C3,W:C4,B:D3,W:F3,B:E3,W:E4,B:F2,W:Q16,B:Q15,W:R17,B:Q17,W:P16,B:P17,W:R15,B:S16,W:Q14,B:P15,W:O16,B:R16|W:Q4|B:D17|W:D4|B:O17|W:D15|B:C15|W:C14|B:C16|W:D14|B:F16|W:D10|B:C3|W:C4|B:D3|W:F3|B:E3|W:E4|B:F2|W:Q16|B:Q15|W:R17|B:Q17|W:P16|B:P17|W:R15|B:S16|W:Q14|B:P15|W:O16
3234-gokifu-20200401-Yu_Zhiying-Cai_Bihan,30,B:Q16,W:D16,B:Q3,W:D4,B:C17,W:C16,B:D17,W:E16,B:F18,W:R5,B:P4,W:R8,B:C3,W:D3,B:C4,W:C6,B:B6,W:B7,B:C5,W:D6,B:D5,W:E5,B:E4,W:E2,B:F4,W:F5,B:G5,W:E7,B:C2,W:G4,B:Q16|W:D16|B:Q3|W:D4|B:C17|W:C16|B:D17|W:E16|B:F18|W:R5|B:P4|W:R8|B:C3|W:D3|B:C4|W:C6|B:B6|W:B7|B:C5|W:D6|B:D5|W:E5|B:E4|W:E2|B:F4|W:F5|B:G5|W:E7|B:C2|W:G4
3235-gokifu-20200328-Zhang_Zihan-Cai_Bihan,30,B:Q16,W:D16,B:Q3,W:D4,B:F3,W:R5,B:P4,W:O17,B:R8,W:R17,B:Q17,W:R16,B:Q15,W:Q18,B:P18,W:R18,B:O18,W:N17,B:L17,W:R14,B:N18,W:Q6,B:R12,W:Q14,B:P8,W:S3,B:P6,W:R2,B:D6,W:E6,B:Q16|W:D16|B:Q3|W:D4|B:F3|W:R5|B:P4|W:O17|B:R8|W:R17|B:Q17|W:R16|B:Q15|W:Q18|B:P18|W:R18|B:O18|W:N17|B:L17|W:R14|B:N18|W:Q6|B:R12|W:Q14|B:P8|W:S3|B:P6|W:R2|B:D6|W:E6
3236-gokifu-20200328-Wang_Chenxing-Li_He,30,B:Q16,W:D4,B:R4,W:D16,B:F3,W:P3,B:Q6,W:L4,B:J3,W:C6,B:C17,W:D17,B:C16,W:C14,B:C15,W:D15,B:B14,W:O17,B:C13,W:D14,B:C18,W:R14,B:Q14,W:Q13,B:P14,W:R16,B:R13,W:R15,B:Q12,W:Q17,B:Q16|W:D4|B:R4|W:D16|B:F3|W:P3|B:Q6|W:L4|B:J3|W:C6|B:C17|W:D17|B:C16|W:C14|B:C15|W:D15|B:B14|W:O17|B:C13|W:D14|B:C18|W:R14|B:Q14|W:Q13|B:P14|W:R16|B:R13|W:R15|B:Q12|W:Q17
3237-gokifu-20200328-Chen_Yiming-Lu_Jia,30,B:Q16,W:D4,B:Q3,W:D16,B:F17,W:R5,B:Q7,W:P5,B:O4,W:Q10,B:O7,W:O5,B:N4,W:N5,B:M4,W:M5,B:L4,W:P8,B:P7,W:M7,B:M8,W:L8,B:M9,W:L9,B:M10,W:L10,B:M11,W:R14,B:L11,W:L5,B:Q16|W:D4|B:Q3|W:D16|B:F17|W:R5|B:Q7|W:P5|B:O4|W:Q10|B:O7|W:O5|B:N4|W:N5|B:M4|W:M5|B:L4|W:P8|B:P7|W:M7|B:M8|W:L8|B:M9|W:L9|B:M10|W:L10|B:M11|W:R14|B:L11|W:L5
3238-gokifu-20200329-Cao_Youyin-Tang_Yi,30,B:Q16,W:D4,B:Q3,W:D17,B:C15,W:F16,B:C6,W:F3,B:C4,W:C3,B:B3,W:D2,B:B5,W:D5,B:C12,W:R5,B:R4,W:Q5,B:O3,W:R14,B:Q10,W:R17,B:R16,W:Q17,B:P16,W:S16,B:S15,W:S17,B:S14,W:O17,B:Q16|W:D4|B:Q3|W:D17|B:C15|W:F16|B:C6|W:F3|B:C4|W:C3|B:B3|W:D2|B:B5|W:D5|B:C12|W:R5|B:R4|W:Q5|B:O3|W:R14|B:Q10|W:R17|B:R16|W:Q17|B:P16|W:S16|B:S15|W:S17|B:S14|W:O17
3239-gokifu-20200327-Wang_Chenxing-Li_Xiaoxi,30,B:Q16,W:D4,B:R4,W:D16,B:F3,W:P3,B:N4,W:O17,B:R14,W:N3,B:M3,W:M4,B:N5,W:L3,B:M2,W:N2,B:L2,W:Q5,B:Q3,W:Q4,B:R2,W:R5,B:P2,W:O4,B:S4,W:L4,B:K3,W:K4,B:J3,W:J4,B:Q16|W:D4|B:R4|W:D16|B:F3|W:P3|B:N4|W:O17|B:R14|W:N3|B:M3|W:M4|B:N5|W:L3|B:M2|W:N2|B:L2|W:Q5|B:Q3|W:Q4|B:R2|W:R5|B:P2|W:O4|B:S4|W:L4|B:K3|W:K4|B:J3|W:J4
323a-gokifu-20200327-Cai_Bihan-Gao_Xing,30,B:R16,W:D16,B:Q3,W:D4,B:P17,W:R5,B:O4,W:O16,B:C17,W:C16,B:D17,W:E16,B:F18,W:F3,B:G4,W:M3,B:R7,W:M5,B:R4,W:D10,B:F4,W:G3,B:H3,W:E4,B:J4,W:H5,B:H4,W:K6,B:F6,W:D6,B:R16|W:D16|B:Q3|W:D4|B:P17|W:R5|B:O4|W:O16|B:C17|W:C16|B:D17|W:E16|B:F18|W:F3|B:G4|W:M3|B:R7|W:M5|B:R4|W:D10|B:F4|W:G3|B:H3|W:E4|B:J4|W:H5|B:H4|W:K6|B:F6|W:D6
323b-gokifu-20200329-Yu_Zhiying-Gao_Xing,30,B:Q16,W:D16,B:R4,W:D3,B:C5,W:C4,B:D5,W:F3,B:D9,W:R17,B:R16,W:Q17,B:O17,W:P17,B:P16,W:O18,B:C14,W:F17,B:Q10,W:P3,B:Q3,W:P4,B:Q6,W:M4,B:N17,W:N18,B:M17,W:C11,B:D11,W:O15,B:Q16|W:D16|B:R4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C14|W:F17|B:Q10|W:P3|B:Q3|W:P4|B:Q6|W:M4|B:N17|W:N18|B:M17|W:C11|B:D11|W:O15
323c-gokifu-20200327-Zhan_Ying-Yu_Zhiying,30,B:Q16,W:D4,B:Q3,W:D16,B:Q6,W:O17,B:R14,W:Q17,B:R17,W:R18,B:P17,W:Q18,B:P16,W:P18,B:F3,W:K4,B:S17,W:O16,B:M17,W:O14,B:J17,W:Q13,B:Q14,W:R13,B:P13,W:P14,B:S13,W:S12,B:S14,W:Q11,B:Q16|W:D4|B:Q3|W:D16|B:Q6|W:O17|B:R14|W:Q17|B:R17|W:R18|B:P17|W:Q18|B:P16|W:P18|B:F3|W:K4|B:S17|W:O16|B:M17|W:O14|B:J17|W:Q13|B:Q14|W:R13|B:P13|W:P14|B:S13|W:S12|B:S14|W:Q11
323d-gokifu-20200331-Zhang_Zihan-Yu_Zhiying,30,B:Q16,W:D4,B:Q3,W:D16,B:F3,W:R5,B:P4,W:O17,B:R8,W:R17,B:Q17,W:R16,B:Q15,W:Q18,B:P18,W:R18,B:O18,W:N17,B:L17,W:R14,B:N18,W:Q6,B:K4,W:O5,B:P5,W:P6,B:O6,W:N5,B:O7,W:Q8,B:Q16|W:D4|B:Q3|W:D16|B:F3|W:R5|B:P4|W:O17|B:R8|W:R17|B:Q17|W:R16|B:Q15|W:Q18|B:P18|W:R18|B:O18|W:N17|B:L17|W:R14|B:N18|W:Q6|B:K4|W:O5|B:P5|W:P6|B:O6|W:N5|B:O7|W:Q8
323e-gokifu-20200328-Zhan_Ying-Rui_Naiwei,30,B:Q16,W:D4,B:Q3,W:D16,B:C3,W:D3,B:C4,W:D5,B:B6,W:R5,B:P4,W:O17,B:R14,W:L3,B:J3,W:K5,B:H5,W:C6,B:B7,W:C2,B:B2,W:H4,B:G4,W:J4,B:H3,W:E2,B:K4,W:J5,B:F3,W:G2,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R5|B:P4|W:O17|B:R14|W:L3|B:J3|W:K5|B:H5|W:C6|B:B7|W:C2|B:B2|W:H4|B:G4|W:J4|B:H3|W:E2|B:K4|W:J5|B:F3|W:G2
323f-gokifu-20200327-Wang_Xiangyun-Zhang_Zihan,30,B:Q16,W:Q4,B:D16,W:C4,B:E3,W:D5,B:R6,W:H3,B:O3,W:Q6,B:Q7,W:P6,B:R3,W:R5,B:Q3,W:R7,B:R10,W:R8,B:C14,W:M3,B:N4,W:R14,B:O17,W:R16,B:R17,W:S17,B:R15,W:S16,B:S15,W:Q15,B:Q16|W:Q4|B:D16|W:C4|B:E3|W:D5|B:R6|W:H3|B:O3|W:Q6|B:Q7|W:P6|B:R3|W:R5|B:Q3|W:R7|B:R10|W:R8|B:C14|W:M3|B:N4|W:R14|B:O17|W:R16|B:R17|W:S17|B:R15|W:S16|B:S15|W:Q15
323k-gokifu-20200401-Li_He-Li_Xiaoxi,30,B:Q16,W:D4,B:Q4,W:D16,B:F3,W:O17,B:C14,W:C6,B:F17,W:F16,B:G16,W:F15,B:D17,W:C17,B:E17,W:C16,B:C12,W:J16,B:G15,W:D13,B:D14,W:E13,B:B15,W:E16,B:H17,W:J17,B:G13,W:G14,B:F14,W:H14,B:Q16|W:D4|B:Q4|W:D16|B:F3|W:O17|B:C14|W:C6|B:F17|W:F16|B:G16|W:F15|B:D17|W:C17|B:E17|W:C16|B:C12|W:J16|B:G15|W:D13|B:D14|W:E13|B:B15|W:E16|B:H17|W:J17|B:G13|W:G14|B:F14|W:H14
323l-gokifu-20200402-Li_Xiaoxi-Gao_Xing,30,B:Q16,W:D16,B:Q3,W:D3,B:C5,W:C4,B:D5,W:F3,B:D9,W:R17,B:R16,W:Q17,B:P16,W:O18,B:R6,W:C11,B:C14,W:E11,B:C10,W:B11,B:C17,W:C16,B:D17,W:E16,B:B16,W:B15,B:B17,W:C15,B:F17,W:R12,B:Q16|W:D16|B:Q3|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:R17|B:R16|W:Q17|B:P16|W:O18|B:R6|W:C11|B:C14|W:E11|B:C10|W:B11|B:C17|W:C16|B:D17|W:E16|B:B16|W:B15|B:B17|W:C15|B:F17|W:R12
323m-gokifu-20200402-Wang_Shuang-Yu_Zhiying,30,B:R16,W:D16,B:Q3,W:D4,B:R6,W:P17,B:Q14,W:Q4,B:P4,W:R3,B:R4,W:Q5,B:R5,W:P3,B:Q2,W:O4,B:P5,W:Q6,B:O3,W:R7,B:S7,W:P6,B:P2,W:S8,B:R8,W:Q7,B:S6,W:R9,B:C17,W:D17,B:R16|W:D16|B:Q3|W:D4|B:R6|W:P17|B:Q14|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:R5|W:P3|B:Q2|W:O4|B:P5|W:Q6|B:O3|W:R7|B:S7|W:P6|B:P2|W:S8|B:R8|W:Q7|B:S6|W:R9|B:C17|W:D17
323n-gokifu-20200402-Zheng_Yan-Rui_Naiwei,30,B:Q16,W:D4,B:Q4,W:D17,B:C15,W:F16,B:C11,W:O17,B:Q14,W:P15,B:P17,W:Q15,B:R15,W:R16,B:R17,W:S16,B:R14,W:S17,B:R18,W:P16,B:Q17,W:S18,B:O18,W:N18,B:P18,W:N16,B:S19,W:P14,B:P13,W:O13,B:Q16|W:D4|B:Q4|W:D17|B:C15|W:F16|B:C11|W:O17|B:Q14|W:P15|B:P17|W:Q15|B:R15|W:R16|B:R17|W:S16|B:R14|W:S17|B:R18|W:P16|B:Q17|W:S18|B:O18|W:N18|B:P18|W:N16|B:S19|W:P14|B:P13|W:O13
323p-gokifu-20200401-Wang_Chenxing-Tao_Ran,30,B:Q16,W:D16,B:R4,W:D4,B:F3,W:P3,B:Q6,W:R17,B:Q17,W:R16,B:R14,W:S14,B:S13,W:R15,B:Q14,W:Q15,B:P15,W:P16,B:P18,W:O16,B:O15,W:N15,B:P14,W:R18,B:N16,W:O17,B:N17,W:O18,B:N18,W:O19,B:Q16|W:D16|B:R4|W:D4|B:F3|W:P3|B:Q6|W:R17|B:Q17|W:R16|B:R14|W:S14|B:S13|W:R15|B:Q14|W:Q15|B:P15|W:P16|B:P18|W:O16|B:O15|W:N15|B:P14|W:R18|B:N16|W:O17|B:N17|W:O18|B:N18|W:O19
32hs-gokifu-20200408-Li_Qincheng-Xu_Jiayang,30,B:Q16,W:D4,B:Q4,W:D17,B:C6,W:F3,B:C15,W:F16,B:C4,W:C3,B:B3,W:B2,B:H17,W:B4,B:C5,W:E4,B:D10,W:C16,B:D15,W:G17,B:H16,W:F14,B:O17,W:D13,B:R11,W:C12,B:O3,W:D8,B:C11,W:C9,B:Q16|W:D4|B:Q4|W:D17|B:C6|W:F3|B:C15|W:F16|B:C4|W:C3|B:B3|W:B2|B:H17|W:B4|B:C5|W:E4|B:D10|W:C16|B:D15|W:G17|B:H16|W:F14|B:O17|W:D13|B:R11|W:C12|B:O3|W:D8|B:C11|W:C9
32ht-gokifu-20200408-Yu_Zhiying-Zhou_Ruiyang,30,B:Q16,W:D16,B:R4,W:D3,B:O4,W:D6,B:C17,W:C16,B:D17,W:E16,B:F18,W:R17,B:Q17,W:R16,B:R14,W:R15,B:Q15,W:S14,B:R18,W:S18,B:S15,W:Q18,B:S17,W:R19,B:S16,W:R18,B:S13,W:Q14,B:R13,W:O17,B:Q16|W:D16|B:R4|W:D3|B:O4|W:D6|B:C17|W:C16|B:D17|W:E16|B:F18|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16|W:R18|B:S13|W:Q14|B:R13|W:O17
32hu-gokifu-20200408-Shin_Jinseo-Kim_Jiseok,30,B:Q16,W:D4,B:Q4,W:D17,B:C15,W:F16,B:C3,W:C4,B:D3,W:E4,B:F3,W:F4,B:G2,W:G3,B:H3,W:E3,B:G4,W:E2,B:O3,W:O17,B:B4,W:B5,B:B2,W:C11,B:P17,W:O16,B:Q14,W:K16,B:K15,W:J15,B:Q16|W:D4|B:Q4|W:D17|B:C15|W:F16|B:C3|W:C4|B:D3|W:E4|B:F3|W:F4|B:G2|W:G3|B:H3|W:E3|B:G4|W:E2|B:O3|W:O17|B:B4|W:B5|B:B2|W:C11|B:P17|W:O16|B:Q14|W:K16|B:K15|W:J15
33yp-gokifu-20200411-Xie_Erhao-Li_Xuanhao,30,B:Q16,W:D4,B:C3,W:D3,B:C4,W:D5,B:B6,W:D16,B:Q4,W:R17,B:R16,W:Q17,B:O17,W:O18,B:N18,W:P17,B:O16,W:P16,B:P15,W:Q15,B:S15,W:Q14,B:P14,W:P13,B:O15,W:S17,B:Q13,W:R14,B:R13,W:S14,B:Q16|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:D16|B:Q4|W:R17|B:R16|W:Q17|B:O17|W:O18|B:N18|W:P17|B:O16|W:P16|B:P15|W:Q15|B:S15|W:Q14|B:P14|W:P13|B:O15|W:S17|B:Q13|W:R14|B:R13|W:S14
33yq-gokifu-20200416-Tuo_Jiaxi-Ding_Hao,30,B:Q16,W:D4,B:Q3,W:D16,B:C3,W:D3,B:C4,W:D5,B:B6,W:R17,B:R16,W:Q17,B:P16,W:O17,B:S17,W:O16,B:F17,W:R5,B:C14,W:P4,B:P3,W:O4,B:N3,W:F16,B:G16,W:F15,B:E17,W:D17,B:K17,W:O14,B:Q16|W:D4|B:Q3|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O17|B:S17|W:O16|B:F17|W:R5|B:C14|W:P4|B:P3|W:O4|B:N3|W:F16|B:G16|W:F15|B:E17|W:D17|B:K17|W:O14
33yr-gokifu-20200410-Tong_Mengcheng-Dang_Yifei,30,B:R16,W:D4,B:C16,W:R4,B:P17,W:E17,B:G16,W:E15,B:D14,W:J16,B:G14,W:G17,B:C3,W:C4,B:D3,W:E3,B:E2,W:F2,B:F3,W:E4,B:G2,W:D2,B:F1,W:C2,B:P3,W:Q5,B:N4,W:G5,B:R8,W:Q3,B:R16|W:D4|B:C16|W:R4|B:P17|W:E17|B:G16|W:E15|B:D14|W:J16|B:G14|W:G17|B:C3|W:C4|B:D3|W:E3|B:E2|W:F2|B:F3|W:E4|B:G2|W:D2|B:F1|W:C2|B:P3|W:Q5|B:N4|W:G5|B:R8|W:Q3
33ys-gokifu-20200414-Lian_Xiao-Xu_Jiayang,30,B:Q16,W:D16,B:Q4,W:D3,B:C14,W:F17,B:C5,W:F4,B:C16,W:C17,B:B17,W:B18,B:B16,W:D17,B:C9,W:R17,B:R16,W:Q17,B:P16,W:O18,B:O3,W:R10,B:R8,W:Q12,B:H3,W:N17,B:P13,W:P12,B:N13,W:O12,B:Q16|W:D16|B:Q4|W:D3|B:C14|W:F17|B:C5|W:F4|B:C16|W:C17|B:B17|W:B18|B:B16|W:D17|B:C9|W:R17|B:R16|W:Q17|B:P16|W:O18|B:O3|W:R10|B:R8|W:Q12|B:H3|W:N17|B:P13|W:P12|B:N13|W:O12
33yt-gokifu-20200415-Shi_Yue-Peng_Liyao,30,B:Q16,W:D4,B:Q3,W:D17,B:C15,W:F16,B:C6,W:F3,B:C4,W:C3,B:B3,W:C5,B:B4,W:D5,B:B5,W:C2,B:D6,W:B7,B:C8,W:B8,B:D3,W:D2,B:C10,W:C7,B:E4,W:E5,B:D8,W:R17,B:Q17,W:R16,B:Q16|W:D4|B:Q3|W:D17|B:C15|W:F16|B:C6|W:F3|B:C4|W:C3|B:B3|W:C5|B:B4|W:D5|B:B5|W:C2|B:D6|W:B7|B:C8|W:B8|B:D3|W:D2|B:C10|W:C7|B:E4|W:E5|B:D8|W:R17|B:Q17|W:R16
33yu-gokifu-20200411-Tao_Xinran-Gu_Zihao,30,B:R16,W:Q4,B:D17,W:C4,B:D14,W:P16,B:P17,W:O17,B:Q17,W:O16,B:R14,W:K16,B:H17,W:E4,B:R6,W:O3,B:P14,W:N14,B:C9,W:F17,B:J15,W:C17,B:D16,W:D18,B:E18,W:B18,B:D19,W:C18,B:F18,W:C15,B:R16|W:Q4|B:D17|W:C4|B:D14|W:P16|B:P17|W:O17|B:Q17|W:O16|B:R14|W:K16|B:H17|W:E4|B:R6|W:O3|B:P14|W:N14|B:C9|W:F17|B:J15|W:C17|B:D16|W:D18|B:E18|W:B18|B:D19|W:C18|B:F18|W:C15
