game_id,n_moves,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,move_10,move_11,move_12,move_13,move_14,move_15,move_16,move_17,move_18,move_19,move_20,move_21,move_22,move_23,move_24,move_25,move_26,move_27,move_28,move_29,move_30,sequence
38vz-gokifu-20201209-Tuo_Jiaxi-Kim_Jiseok,30,B:R16,W:D4,B:Q3,W:D16,B:P16,W:R5,B:Q7,W:P5,B:O4,W:Q9,B:O7,W:R7,B:C3,W:D3,B:C4,W:C5,B:B5,W:B6,B:C6,W:D5,B:B7,W:B4,B:A6,W:B3,B:C14,W:F17,B:M17,W:C15,B:D14,W:E7,B:R16|W:D4|B:Q3|W:D16|B:P16|W:R5|B:Q7|W:P5|B:O4|W:Q9|B:O7|W:R7|B:C3|W:D3|B:C4|W:C5|B:B5|W:B6|B:C6|W:D5|B:B7|W:B4|B:A6|W:B3|B:C14|W:F17|B:M17|W:C15|B:D14|W:E7
38w0-gokifu-20201212-Tao_Xinran-Kim_Jiseok,30,B:R16,W:D4,B:Q3,W:D16,B:O16,W:R5,B:Q8,W:R10,B:R9,W:Q10,B:Q6,W:Q5,B:P5,W:R3,B:R2,W:Q4,B:P4,W:Q2,B:P3,W:S2,B:R6,W:S5,B:P2,W:R1,B:R13,W:O9,B:N8,W:M10,B:F3,W:H3,B:R16|W:D4|B:Q3|W:D16|B:O16|W:R5|B:Q8|W:R10|B:R9|W:Q10|B:Q6|W:Q5|B:P5|W:R3|B:R2|W:Q4|B:P4|W:Q2|B:P3|W:S2|B:R6|W:S5|B:P2|W:R1|B:R13|W:O9|B:N8|W:M10|B:F3|W:H3
38w1-gokifu-20201212-Gu_Zihao-Ke_Jie,30,B:R16,W:D16,B:Q3,W:D3,B:F17,W:P17,B:Q15,W:M17,B:C5,W:E4,B:C14,W:D14,B:D13,W:E14,B:C16,W:C17,B:C15,W:D17,B:H17,W:D11,B:E13,W:G14,B:E18,W:F13,B:C12,W:F16,B:C10,W:K17,B:G16,W:R5,B:R16|W:D16|B:Q3|W:D3|B:F17|W:P17|B:Q15|W:M17|B:C5|W:E4|B:C14|W:D14|B:D13|W:E14|B:C16|W:C17|B:C15|W:D17|B:H17|W:D11|B:E13|W:G14|B:E18|W:F13|B:C12|W:F16|B:C10|W:K17|B:G16|W:R5
38w2-gokifu-20201209-Meng_Tailing-Ke_Jie,30,B:Q16,W:D16,B:Q3,W:D3,B:R8,W:R17,B:R16,W:Q17,B:O17,W:P17,B:P16,W:O18,B:C5,W:Q4,B:P4,W:R3,B:R4,W:Q5,B:S3,W:P3,B:R2,W:Q2,B:N18,W:R3,B:N17,W:Q3,B:S16,W:E4,B:F17,W:C14,B:Q16|W:D16|B:Q3|W:D3|B:R8|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:C5|W:Q4|B:P4|W:R3|B:R4|W:Q5|B:S3|W:P3|B:R2|W:Q2|B:N18|W:R3|B:N17|W:Q3|B:S16|W:E4|B:F17|W:C14
38w3-gokifu-20201212-Fan_Yin-Xu_Jiayang,30,B:Q16,W:D16,B:Q3,W:D3,B:Q5,W:F17,B:C5,W:C4,B:D5,W:F3,B:D9,W:R17,B:R16,W:Q17,B:P16,W:O18,B:R9,W:C11,B:C14,W:E11,B:C16,W:C17,B:B17,W:B18,B:C10,W:B11,B:F10,W:B16,B:F11,W:E12,B:Q16|W:D16|B:Q3|W:D3|B:Q5|W:F17|B:C5|W:C4|B:D5|W:F3|B:D9|W:R17|B:R16|W:Q17|B:P16|W:O18|B:R9|W:C11|B:C14|W:E11|B:C16|W:C17|B:B17|W:B18|B:C10|W:B11|B:F10|W:B16|B:F11|W:E12
38w4-gokifu-20201212-Wu_Guangya-Xie_Ke,30,B:R16,W:D17,B:Q4,W:D3,B:D15,W:C15,B:C14,W:C16,B:D14,W:F17,B:C5,W:F4,B:D8,W:P17,B:Q17,W:P16,B:Q14,W:M16,B:H3,W:C4,B:D5,W:G2,B:O3,W:S5,B:R5,W:R15,B:Q15,W:Q16,B:R17,W:R14,B:R16|W:D17|B:Q4|W:D3|B:D15|W:C15|B:C14|W:C16|B:D14|W:F17|B:C5|W:F4|B:D8|W:P17|B:Q17|W:P16|B:Q14|W:M16|B:H3|W:C4|B:D5|W:G2|B:O3|W:S5|B:R5|W:R15|B:Q15|W:Q16|B:R17|W:R14
38w5-gokifu-20201212-Jiang_Weijie-Yang_Dingxin,30,B:Q16,W:D16,B:R4,W:D4,B:O4,W:O17,B:R13,W:R17,B:Q17,W:R16,B:Q15,W:Q18,B:P18,W:R18,B:P17,W:S14,B:R14,W:S13,B:S12,W:R15,B:T13,W:S15,B:Q11,W:G3,B:C17,W:C16,B:D17,W:F17,B:E17,W:E16,B:Q16|W:D16|B:R4|W:D4|B:O4|W:O17|B:R13|W:R17|B:Q17|W:R16|B:Q15|W:Q18|B:P18|W:R18|B:P17|W:S14|B:R14|W:S13|B:S12|W:R15|B:T13|W:S15|B:Q11|W:G3|B:C17|W:C16|B:D17|W:F17|B:E17|W:E16
38w6-gokifu-20201212-Li_Xuanhao-Yi_Lingtao,30,B:R16,W:D16,B:Q3,W:D3,B:P17,W:R5,B:O4,W:C6,B:C17,W:C16,B:D17,W:F17,B:E17,W:E16,B:F18,W:B17,B:B18,W:E18,B:D18,W:G18,B:R9,W:O16,B:P16,W:O14,B:R4,W:R15,B:P14,W:S16,B:R17,W:R12,B:R16|W:D16|B:Q3|W:D3|B:P17|W:R5|B:O4|W:C6|B:C17|W:C16|B:D17|W:F17|B:E17|W:E16|B:F18|W:B17|B:B18|W:E18|B:D18|W:G18|B:R9|W:O16|B:P16|W:O14|B:R4|W:R15|B:P14|W:S16|B:R17|W:R12
38w7-gokifu-20201209-Xie_He-Li_Qincheng,30,B:Q16,W:D16,B:R4,W:D4,B:P4,W:R17,B:Q17,W:R16,B:R14,W:S14,B:R13,W:R15,B:Q15,W:S13,B:R12,W:S12,B:R11,W:G3,B:F17,W:K16,B:H17,W:C13,B:K14,W:G16,B:F16,W:H16,B:J17,W:J16,B:E18,W:J13,B:Q16|W:D16|B:R4|W:D4|B:P4|W:R17|B:Q17|W:R16|B:R14|W:S14|B:R13|W:R15|B:Q15|W:S13|B:R12|W:S12|B:R11|W:G3|B:F17|W:K16|B:H17|W:C13|B:K14|W:G16|B:F16|W:H16|B:J17|W:J16|B:E18|W:J13
38w8-gokifu-20201206-Liao_Xingwen-Li_Weiqing,30,B:Q3,W:D4,B:R16,W:D17,B:R6,W:P17,B:Q15,W:M17,B:C15,W:D12,B:C3,W:D3,B:C4,W:C6,B:B6,W:B7,B:C5,W:D6,B:D5,W:E5,B:E4,W:E2,B:F4,W:F5,B:G5,W:E6,B:C2,W:G4,B:F3,W:G3,B:Q3|W:D4|B:R16|W:D17|B:R6|W:P17|B:Q15|W:M17|B:C15|W:D12|B:C3|W:D3|B:C4|W:C6|B:B6|W:B7|B:C5|W:D6|B:D5|W:E5|B:E4|W:E2|B:F4|W:F5|B:G5|W:E6|B:C2|W:G4|B:F3|W:G3
38w9-gokifu-20201209-Lian_Xiao-Li_Xuanhao,30,B:R16,W:Q4,B:C16,W:C4,B:E17,W:P17,B:Q14,W:F3,B:R6,W:O3,B:M17,W:C10,B:R4,W:R3,B:S3,W:R5,B:S4,W:Q6,B:S5,W:Q5,B:R7,W:Q7,B:Q8,W:R8,B:S8,W:R9,B:S9,W:R10,B:P8,W:P10,B:R16|W:Q4|B:C16|W:C4|B:E17|W:P17|B:Q14|W:F3|B:R6|W:O3|B:M17|W:C10|B:R4|W:R3|B:S3|W:R5|B:S4|W:Q6|B:S5|W:Q5|B:R7|W:Q7|B:Q8|W:R8|B:S8|W:R9|B:S9|W:R10|B:P8|W:P10
38wa-gokifu-20201209-Mi_Yuting-Na_Hyun,30,B:Q16,W:D4,B:Q4,W:D16,B:C3,W:D3,B:C4,W:D5,B:B6,W:R17,B:R16,W:Q17,B:P16,W:O18,B:O3,W:N4,B:L3,W:R10,B:H4,W:R7,B:C7,W:D7,B:D8,W:C6,B:B8,W:E8,B:D9,W:N3,B:O4,W:M5,B:Q16|W:D4|B:Q4|W:D16|B:C3|W:D3|B:C4|W:D5|B:B6|W:R17|B:R16|W:Q17|B:P16|W:O18|B:O3|W:N4|B:L3|W:R10|B:H4|W:R7|B:C7|W:D7|B:D8|W:C6|B:B8|W:E8|B:D9|W:N3|B:O4|W:M5
38wb-gokifu-20201212-Zhou_Ruiyang-Li_Xiangyu,30,B:R16,W:D16,B:Q3,W:D4,B:O16,W:Q5,B:R5,W:R6,B:R4,W:Q6,B:O3,W:Q10,B:C3,W:C4,B:D3,W:E4,B:E3,W:F3,B:F2,W:R13,B:F4,W:G3,B:G2,W:H3,B:F5,W:H5,B:D6,W:B3,B:B2,W:C6,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:C3|W:C4|B:D3|W:E4|B:E3|W:F3|B:F2|W:R13|B:F4|W:G3|B:G2|W:H3|B:F5|W:H5|B:D6|W:B3|B:B2|W:C6
38wc-gokifu-20201212-Mi_Yuting-Liao_Yuanhe,30,B:Q16,W:D16,B:R4,W:D3,B:C5,W:C4,B:D5,W:F3,B:D9,W:P3,B:Q5,W:R17,B:R16,W:Q17,B:O17,W:P17,B:P16,W:O18,B:S17,W:S18,B:P18,W:Q18,B:N18,W:F17,B:C14,W:O16,B:N17,W:S16,B:S15,W:T17,B:Q16|W:D16|B:R4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:P3|B:Q5|W:R17|B:R16|W:Q17|B:O17|W:P17|B:P16|W:O18|B:S17|W:S18|B:P18|W:Q18|B:N18|W:F17|B:C14|W:O16|B:N17|W:S16|B:S15|W:T17
38wi-gokifu-20201209-Lee_Donghoon-Tan_Xiao,30,B:Q16,W:D16,B:Q3,W:D3,B:C14,W:F17,B:C5,W:E4,B:C16,W:C17,B:B17,W:C15,B:B16,W:D15,B:B15,W:C18,B:D14,W:B13,B:B14,W:C9,B:C11,W:D6,B:H16,W:R5,B:G17,W:F16,B:G14,W:G18,B:H18,W:F18,B:Q16|W:D16|B:Q3|W:D3|B:C14|W:F17|B:C5|W:E4|B:C16|W:C17|B:B17|W:C15|B:B16|W:D15|B:B15|W:C18|B:D14|W:B13|B:B14|W:C9|B:C11|W:D6|B:H16|W:R5|B:G17|W:F16|B:G14|W:G18|B:H18|W:F18
38wj-gokifu-20201209-Xu_Jiayang-Tao_Xinran,30,B:R16,W:D16,B:Q3,W:D4,B:P17,W:Q5,B:R5,W:R6,B:R4,W:Q6,B:O3,W:R15,B:Q16,W:Q11,B:F17,W:C14,B:C3,W:D3,B:C4,W:C6,B:C5,W:D5,B:B6,W:C2,B:B2,W:B5,B:B4,W:B7,B:A5,W:C7,B:R16|W:D16|B:Q3|W:D4|B:P17|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:R15|B:Q16|W:Q11|B:F17|W:C14|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:C2|B:B2|W:B5|B:B4|W:B7|B:A5|W:C7
38wk-gokifu-20201209-Zhang_Tao-Wu_Guangya,30,B:Q16,W:D16,B:Q4,W:D4,B:F3,W:R3,B:Q3,W:R4,B:Q5,W:S6,B:C6,W:D6,B:D7,W:E6,B:C4,W:C3,B:C5,W:F4,B:C14,W:F17,B:D5,W:E4,B:B3,W:D2,B:C2,W:D3,B:B2,W:J3,B:G4,W:H4,B:Q16|W:D16|B:Q4|W:D4|B:F3|W:R3|B:Q3|W:R4|B:Q5|W:S6|B:C6|W:D6|B:D7|W:E6|B:C4|W:C3|B:C5|W:F4|B:C14|W:F17|B:D5|W:E4|B:B3|W:D2|B:C2|W:D3|B:B2|W:J3|B:G4|W:H4
38wl-gokifu-20201209-Li_Weiqing-Xie_Erhao,30,B:Q16,W:D4,B:R4,W:D17,B:P4,W:D15,B:F3,W:D6,B:E5,W:E3,B:D5,W:C5,B:C6,W:C7,B:B6,W:C4,B:E4,W:E2,B:B7,W:E7,B:C8,W:F4,B:F5,W:G4,B:G5,W:H4,B:D3,W:D2,B:H5,W:J4,B:Q16|W:D4|B:R4|W:D17|B:P4|W:D15|B:F3|W:D6|B:E5|W:E3|B:D5|W:C5|B:C6|W:C7|B:B6|W:C4|B:E4|W:E2|B:B7|W:E7|B:C8|W:F4|B:F5|W:G4|B:G5|W:H4|B:D3|W:D2|B:H5|W:J4
38wm-gokifu-20201209-He_Yuhan-Xie_Ke,30,B:Q16,W:C3,B:Q4,W:D17,B:C15,W:C16,B:D15,W:F17,B:D11,W:R17,B:R16,W:Q17,B:P16,W:O18,B:E16,W:E17,B:O17,W:N18,B:O3,W:R9,B:R7,W:Q12,B:F3,W:C6,B:D5,W:C5,B:D3,W:D2,B:E2,W:S17,B:Q16|W:C3|B:Q4|W:D17|B:C15|W:C16|B:D15|W:F17|B:D11|W:R17|B:R16|W:Q17|B:P16|W:O18|B:E16|W:E17|B:O17|W:N18|B:O3|W:R9|B:R7|W:Q12|B:F3|W:C6|B:D5|W:C5|B:D3|W:D2|B:E2|W:S17
38wn-gokifu-20201209-Shin_Jinseo-Yang_Dingxin,30,B:Q16,W:D16,B:R4,W:D4,B:C17,W:D17,B:C16,W:D15,B:B14,W:R17,B:Q17,W:R16,B:R14,W:R15,B:Q15,W:S14,B:R18,W:S18,B:S15,W:Q18,B:S17,W:R19,B:S16,W:R18,B:S13,W:Q14,B:R13,W:O17,B:O14,W:P4,B:Q16|W:D16|B:R4|W:D4|B:C17|W:D17|B:C16|W:D15|B:B14|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16|W:R18|B:S13|W:Q14|B:R13|W:O17|B:O14|W:P4
38x1-gokifu-20201216-Ding_Hao-Mi_Yuting,30,B:Q16,W:D16,B:R4,W:D3,B:C5,W:C4,B:D5,W:F3,B:D9,W:P3,B:Q5,W:R17,B:Q17,W:R16,B:R14,W:R15,B:Q15,W:S14,B:R18,W:S18,B:S15,W:Q18,B:S17,W:R19,B:S16,W:R18,B:S13,W:Q14,B:R13,W:O17,B:Q16|W:D16|B:R4|W:D3|B:C5|W:C4|B:D5|W:F3|B:D9|W:P3|B:Q5|W:R17|B:Q17|W:R16|B:R14|W:R15|B:Q15|W:S14|B:R18|W:S18|B:S15|W:Q18|B:S17|W:R19|B:S16|W:R18|B:S13|W:Q14|B:R13|W:O17
38x2-gokifu-20201214-Lee_Donghoon-Mi_Yuting,30,B:Q16,W:D16,B:Q4,W:D4,B:C3,W:D3,B:C4,W:D5,B:B6,W:O3,B:M3,W:R17,B:R16,W:Q17,B:P16,W:O18,B:H4,W:R3,B:Q3,W:R4,B:Q5,W:Q2,B:P2,W:R2,B:O2,W:R6,B:C7,W:D7,B:D8,W:C6,B:Q16|W:D16|B:Q4|W:D4|B:C3|W:D3|B:C4|W:D5|B:B6|W:O3|B:M3|W:R17|B:R16|W:Q17|B:P16|W:O18|B:H4|W:R3|B:Q3|W:R4|B:Q5|W:Q2|B:P2|W:R2|B:O2|W:R6|B:C7|W:D7|B:D8|W:C6
38x3-gokifu-20201211-Li_Zhe-Chen_Xian,30,B:R17,W:D16,B:Q3,W:D4,B:Q6,W:F3,B:F17,W:H17,B:G4,W:L4,B:L16,W:F16,B:E16,W:E15,B:E17,W:G16,B:D17,W:C16,B:C17,W:B17,B:B18,W:B16,B:E14,W:A18,B:B19,W:D14,B:F15,W:D15,B:H18,W:J17,B:R17|W:D16|B:Q3|W:D4|B:Q6|W:F3|B:F17|W:H17|B:G4|W:L4|B:L16|W:F16|B:E16|W:E15|B:E17|W:G16|B:D17|W:C16|B:C17|W:B17|B:B18|W:B16|B:E14|W:A18|B:B19|W:D14|B:F15|W:D15|B:H18|W:J17
38x4-gokifu-20201216-Xia_Chenkun-Chen_Xian,30,B:R16,W:Q4,B:D4,W:D16,B:O17,W:C3,B:C4,W:D3,B:F3,W:E3,B:E4,W:F2,B:C14,W:F17,B:C16,W:C17,B:B17,W:C18,B:D15,W:B16,B:C15,W:B18,B:B3,W:B2,B:E2,W:B4,B:C2,W:A3,B:D2,W:B3,B:R16|W:Q4|B:D4|W:D16|B:O17|W:C3|B:C4|W:D3|B:F3|W:E3|B:E4|W:F2|B:C14|W:F17|B:C16|W:C17|B:B17|W:C18|B:D15|W:B16|B:C15|W:B18|B:B3|W:B2|B:E2|W:B4|B:C2|W:A3|B:D2|W:B3
38x5-gokifu-20201214-Ke_Jie-Rong_Yi,30,B:R16,W:D17,B:D4,W:R3,B:C15,W:F16,B:O17,W:F3,B:E3,W:F4,B:D6,W:K3,B:H3,W:C8,B:D8,W:D9,B:E8,W:C6,B:C9,W:C10,B:B9,W:D5,B:E5,W:C5,B:E4,W:D7,B:E7,W:E6,B:F6,W:D10,B:R16|W:D17|B:D4|W:R3|B:C15|W:F16|B:O17|W:F3|B:E3|W:F4|B:D6|W:K3|B:H3|W:C8|B:D8|W:D9|B:E8|W:C6|B:C9|W:C10|B:B9|W:D5|B:E5|W:C5|B:E4|W:D7|B:E7|W:E6|B:F6|W:D10
38x6-gokifu-20201216-Yang_Dingxin-Chen_Yaoye,30,B:Q16,W:D4,B:C3,W:D3,B:C4,W:C6,B:B6,W:D16,B:Q4,W:C7,B:B7,W:C8,B:C17,W:C16,B:D17,W:E16,B:F18,W:B8,B:D2,W:E2,B:C2,W:D5,B:F3,W:R3,B:Q3,W:R4,B:R5,W:S5,B:S6,W:R6,B:Q16|W:D4|B:C3|W:D3|B:C4|W:C6|B:B6|W:D16|B:Q4|W:C7|B:B7|W:C8|B:C17|W:C16|B:D17|W:E16|B:F18|W:B8|B:D2|W:E2|B:C2|W:D5|B:F3|W:R3|B:Q3|W:R4|B:R5|W:S5|B:S6|W:R6
38x7-gokifu-20201214-Sun_Tengyu-Shin_Minjun,30,B:R16,W:D16,B:Q3,W:D3,B:O16,W:R5,B:P4,W:R8,B:C5,W:E4,B:F17,W:C14,B:C8,W:M3,B:R4,W:Q5,B:O3,W:M17,B:K17,W:M15,B:N17,W:N18,B:O18,W:R15,B:Q15,W:R14,B:S16,W:Q14,B:P15,W:Q11,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:P4|W:R8|B:C5|W:E4|B:F17|W:C14|B:C8|W:M3|B:R4|W:Q5|B:O3|W:M17|B:K17|W:M15|B:N17|W:N18|B:O18|W:R15|B:Q15|W:R14|B:S16|W:Q14|B:P15|W:Q11
38x8-gokifu-20201216-Shin_Minjun-Sun_Tengyu,30,B:Q16,W:D4,B:Q3,W:D17,B:C3,W:C4,B:D3,W:E4,B:F2,W:R5,B:P4,W:C14,B:R8,W:O17,B:Q14,W:P15,B:Q15,W:Q18,B:P7,W:F3,B:G2,W:H4,B:M15,W:L17,B:D9,W:C11,B:D15,W:C15,B:D16,W:C16,B:Q16|W:D4|B:Q3|W:D17|B:C3|W:C4|B:D3|W:E4|B:F2|W:R5|B:P4|W:C14|B:R8|W:O17|B:Q14|W:P15|B:Q15|W:Q18|B:P7|W:F3|B:G2|W:H4|B:M15|W:L17|B:D9|W:C11|B:D15|W:C15|B:D16|W:C16
38x9-gokifu-20201216-Fan_Yin-Shi_Yue,30,B:Q16,W:D4,B:Q3,W:D16,B:Q5,W:R17,B:R16,W:Q17,B:P16,W:O17,B:O16,W:N17,B:P17,W:P18,B:O18,W:Q18,B:M17,W:N18,B:N16,W:M18,B:R9,W:L17,B:F3,W:K4,B:J4,W:J3,B:K5,W:L5,B:J5,W:H3,B:Q16|W:D4|B:Q3|W:D16|B:Q5|W:R17|B:R16|W:Q17|B:P16|W:O17|B:O16|W:N17|B:P17|W:P18|B:O18|W:Q18|B:M17|W:N18|B:N16|W:M18|B:R9|W:L17|B:F3|W:K4|B:J4|W:J3|B:K5|W:L5|B:J5|W:H3
38xa-gokifu-20201214-Zhao_Chenyu-Ding_Hao,30,B:R16,W:D16,B:Q4,W:D3,B:C5,W:E4,B:P16,W:F17,B:G16,W:N17,B:C13,W:G17,B:D7,W:C9,B:B16,W:O3,B:J16,W:C17,B:H17,W:H15,B:J15,W:C11,B:B17,W:H16,B:H14,W:G15,B:D10,W:J17,B:C10,W:B10,B:R16|W:D16|B:Q4|W:D3|B:C5|W:E4|B:P16|W:F17|B:G16|W:N17|B:C13|W:G17|B:D7|W:C9|B:B16|W:O3|B:J16|W:C17|B:H17|W:H15|B:J15|W:C11|B:B17|W:H16|B:H14|W:G15|B:D10|W:J17|B:C10|W:B10
38xb-gokifu-20201211-Huang_Yunsong-Ding_Shixiong,30,B:Q16,W:D4,B:Q4,W:D16,B:C17,W:D17,B:C16,W:D15,B:B14,W:O17,B:M17,W:R6,B:O3,W:R14,B:O16,W:R17,B:R16,W:Q17,B:P16,W:P17,B:S16,W:N17,B:N16,W:M18,B:L17,W:L18,B:R11,W:Q9,B:P10,W:R4,B:Q16|W:D4|B:Q4|W:D16|B:C17|W:D17|B:C16|W:D15|B:B14|W:O17|B:M17|W:R6|B:O3|W:R14|B:O16|W:R17|B:R16|W:Q17|B:P16|W:P17|B:S16|W:N17|B:N16|W:M18|B:L17|W:L18|B:R11|W:Q9|B:P10|W:R4
38xc-gokifu-20201214-Yang_Dingxin-Tuo_Jiaxi,30,B:Q16,W:D4,B:R4,W:D17,B:C15,W:C16,B:D15,W:F17,B:D11,W:P3,B:C6,W:F4,B:M4,W:K3,B:Q3,W:P4,B:Q6,W:M3,B:E5,W:C4,B:N3,W:N4,B:M5,W:N2,B:L3,W:O3,B:M2,W:L2,B:N3,W:R5,B:Q16|W:D4|B:R4|W:D17|B:C15|W:C16|B:D15|W:F17|B:D11|W:P3|B:C6|W:F4|B:M4|W:K3|B:Q3|W:P4|B:Q6|W:M3|B:E5|W:C4|B:N3|W:N4|B:M5|W:N2|B:L3|W:O3|B:M2|W:L2|B:N3|W:R5
38xd-gokifu-20201216-Hu_Yaoyu-Tong_Mengcheng,30,B:R16,W:D16,B:Q3,W:D4,B:R6,W:Q4,B:R4,W:P17,B:Q15,W:P3,B:Q5,W:P4,B:Q2,W:R3,B:P2,W:N3,B:S3,W:K4,B:M17,W:F17,B:C3,W:D3,B:C4,W:C6,B:C5,W:D5,B:B6,W:C7,B:B7,W:C8,B:R16|W:D16|B:Q3|W:D4|B:R6|W:Q4|B:R4|W:P17|B:Q15|W:P3|B:Q5|W:P4|B:Q2|W:R3|B:P2|W:N3|B:S3|W:K4|B:M17|W:F17|B:C3|W:D3|B:C4|W:C6|B:C5|W:D5|B:B6|W:C7|B:B7|W:C8
38xe-gokifu-20201211-Cao_Xiaoyang-Tao_Xinran,30,B:R16,W:D16,B:Q3,W:D4,B:O16,W:Q5,B:R5,W:R6,B:R4,W:Q6,B:O3,W:Q10,B:F17,W:E17,B:F16,W:D14,B:K17,W:R13,B:C3,W:C4,B:D3,W:E4,B:F2,W:Q16,B:R17,W:Q14,B:C12,W:Q17,B:Q15,W:P15,B:R16|W:D16|B:Q3|W:D4|B:O16|W:Q5|B:R5|W:R6|B:R4|W:Q6|B:O3|W:Q10|B:F17|W:E17|B:F16|W:D14|B:K17|W:R13|B:C3|W:C4|B:D3|W:E4|B:F2|W:Q16|B:R17|W:Q14|B:C12|W:Q17|B:Q15|W:P15
38xf-gokifu-20201216-Ke_Jie-Tao_Xinran,30,B:R16,W:D16,B:C4,W:Q3,B:O17,W:E3,B:R5,W:Q8,B:R10,W:R4,B:Q5,W:O4,B:R8,W:R7,B:Q7,W:P7,B:Q6,W:P9,B:R9,W:D6,B:M3,W:N3,B:M4,W:D4,B:C5,W:C6,B:D5,W:E5,B:E6,W:C3,B:R16|W:D16|B:C4|W:Q3|B:O17|W:E3|B:R5|W:Q8|B:R10|W:R4|B:Q5|W:O4|B:R8|W:R7|B:Q7|W:P7|B:Q6|W:P9|B:R9|W:D6|B:M3|W:N3|B:M4|W:D4|B:C5|W:C6|B:D5|W:E5|B:E6|W:C3
38xg-gokifu-20201216-Zhao_Chenyu-Wu_Guangya,30,B:R16,W:Q4,B:D3,W:D16,B:C6,W:P17,B:Q15,W:F17,B:O3,W:R6,B:Q3,W:R3,B:R2,W:S4,B:P2,W:P4,B:Q7,W:M3,B:O4,W:P3,B:Q2,W:O5,B:N5,W:N4,B:O6,W:P5,B:N2,W:K3,B:N6,W:S2,B:R16|W:Q4|B:D3|W:D16|B:C6|W:P17|B:Q15|W:F17|B:O3|W:R6|B:Q3|W:R3|B:R2|W:S4|B:P2|W:P4|B:Q7|W:M3|B:O4|W:P3|B:Q2|W:O5|B:N5|W:N4|B:O6|W:P5|B:N2|W:K3|B:N6|W:S2
38xh-gokifu-20201214-Wu_Guangya-Fan_Yin,30,B:Q16,W:D4,B:Q4,W:D16,B:F3,W:C6,B:F17,W:D14,B:E15,W:E17,B:D15,W:C15,B:C16,W:C17,B:B16,W:C14,B:B17,W:D18,B:C18,W:D17,B:A18,W:F16,B:G16,W:F18,B:G17,W:G18,B:D19,W:J17,B:F15,W:F13,B:Q16|W:D4|B:Q4|W:D16|B:F3|W:C6|B:F17|W:D14|B:E15|W:E17|B:D15|W:C15|B:C16|W:C17|B:B16|W:C14|B:B17|W:D18|B:C18|W:D17|B:A18|W:F16|B:G16|W:F18|B:G17|W:G18|B:D19|W:J17|B:F15|W:F13
38xi-gokifu-20201214-Jiang_Qirun-Hu_Yaoyu,30,B:R16,W:C3,B:Q3,W:D17,B:O16,W:R5,B:R9,W:O4,B:Q5,W:Q6,B:P5,W:R4,B:O5,W:R8,B:S8,W:S7,B:Q8,W:R7,B:C15,W:Q9,B:Q10,W:P9,B:R10,W:O3,B:P3,W:M4,B:O10,W:P8,B:P10,W:N8,B:R16|W:C3|B:Q3|W:D17|B:O16|W:R5|B:R9|W:O4|B:Q5|W:Q6|B:P5|W:R4|B:O5|W:R8|B:S8|W:S7|B:Q8|W:R7|B:C15|W:Q9|B:Q10|W:P9|B:R10|W:O3|B:P3|W:M4|B:O10|W:P8|B:P10|W:N8
38xj-gokifu-20201214-Chen_Xian-Xia_Chenkun,30,B:R16,W:D17,B:D4,W:Q3,B:R5,W:P17,B:P4,W:P3,B:O4,W:N3,B:Q14,W:L16,B:C15,W:F16,B:R10,W:C12,B:N4,W:M3,B:M4,W:L3,B:L4,W:K3,B:O16,W:O17,B:N16,W:M18,B:L14,W:Q13,B:P13,W:Q12,B:R16|W:D17|B:D4|W:Q3|B:R5|W:P17|B:P4|W:P3|B:O4|W:N3|B:Q14|W:L16|B:C15|W:F16|B:R10|W:C12|B:N4|W:M3|B:M4|W:L3|B:L4|W:K3|B:O16|W:O17|B:N16|W:M18|B:L14|W:Q13|B:P13|W:Q12
38xk-gokifu-20201211-Sun_Tengyu-Xia_Chenkun,30,B:R16,W:D16,B:Q3,W:D3,B:O16,W:R5,B:P4,W:R8,B:C5,W:C4,B:D5,W:F3,B:D9,W:F17,B:C14,W:M17,B:R10,W:S3,B:L4,W:C12,B:C16,W:C17,B:B17,W:D15,B:C18,W:D17,B:B15,W:D14,B:C13,W:D13,B:R16|W:D16|B:Q3|W:D3|B:O16|W:R5|B:P4|W:R8|B:C5|W:C4|B:D5|W:F3|B:D9|W:F17|B:C14|W:M17|B:R10|W:S3|B:L4|W:C12|B:C16|W:C17|B:B17|W:D15|B:C18|W:D17|B:B15|W:D14|B:C13|W:D13
